timestamp,fusion_label,confidence_tier,confidence_score,deep_score,happiness,sadness,anger,fear,disgust,surprise
2025-08-13T21:55:25.805917,LIVE,High Confidence,0.9710548604394972,0.9949585199356079,0.07451548,0.024482774,0.09611101,0.13102657,0.010146777,0.6637174
2025-08-13T21:55:26.781740,LIVE,High Confidence,0.968529087243621,0.9743859767913818,0.053974893,0.02901743,0.07406831,0.13271125,0.010418241,0.6998099
2025-08-13T21:55:27.757218,LIVE,High Confidence,0.9710548604394972,0.9474707841873169,0.05807366,0.028962303,0.07774841,0.14606495,0.010905114,0.6782456
2025-08-13T21:55:28.702786,LIVE,High Confidence,0.968529087243621,0.9665794968605042,0.0521919,0.029390082,0.0711429,0.13759603,0.010786859,0.6988922
2025-08-13T21:55:29.759542,LIVE,High Confidence,0.9710548604394972,0.9736744165420532,0.057869773,0.028160794,0.07908359,0.14540286,0.011052436,0.67843056
2025-08-13T21:55:33.581959,LIVE,High Confidence,0.9710548604394972,0.9789202213287354,0.058752354,0.028657187,0.0751183,0.14629,0.01077869,0.6804034
2025-08-13T21:55:34.656375,LIVE,High Confidence,0.9735806336353734,0.7650088667869568,0.057289694,0.03280753,0.07820345,0.15528646,0.0117235,0.66468936
2025-08-13T21:55:36.125187,LIVE,High Confidence,0.9710548604394972,0.8425871729850769,0.06530927,0.031407062,0.08630199,0.14430484,0.010923502,0.66175336
2025-08-13T21:55:37.789856,LIVE,High Confidence,0.9710548604394972,0.988941490650177,0.05747568,0.029378325,0.09342056,0.15218131,0.0095876055,0.65795654
2025-08-13T21:55:38.653347,LIVE,High Confidence,0.9710548604394972,0.998819887638092,0.05516956,0.031836737,0.08296744,0.15725856,0.009699104,0.6630686
2025-08-13T21:55:40.112206,LIVE,High Confidence,0.968529087243621,0.9698449969291687,0.049890447,0.03730707,0.07823199,0.13899788,0.010543205,0.68502945
2025-08-13T21:55:41.790489,LIVE,High Confidence,0.9584259944601158,0.7590915560722351,0.040952582,0.038109932,0.045670155,0.13447234,0.01122573,0.72956926
2025-08-13T21:55:42.734192,LIVE,High Confidence,0.9660033140477445,0.9899451732635498,0.071265794,0.03043522,0.1038909,0.13854654,0.010504817,0.6453568
2025-08-13T21:55:43.788730,LIVE,High Confidence,0.968529087243621,0.988440990447998,0.056917638,0.026209362,0.10141847,0.13207538,0.008920958,0.67445815
2025-08-13T21:55:44.692072,LIVE,High Confidence,0.9660033140477445,0.9876391291618347,0.06282567,0.02413582,0.10515243,0.15517883,0.011115463,0.6415917
2025-08-13T21:55:45.706047,LIVE,High Confidence,0.9609517676559921,0.8379210233688354,0.03823061,0.034100063,0.05112566,0.144583,0.0108010145,0.7211597
2025-08-13T21:55:46.731443,LIVE,High Confidence,0.9710548604394972,0.9178444147109985,0.056160275,0.03254624,0.07035194,0.15223336,0.010675132,0.678033
2025-08-13T21:55:47.723269,LIVE,High Confidence,0.9660033140477445,0.9893131256103516,0.06203312,0.030938309,0.098638445,0.1457435,0.009848607,0.652798
2025-08-13T21:55:48.843835,LIVE,High Confidence,0.9710548604394972,0.9936208724975586,0.056797042,0.03307544,0.08134713,0.1628995,0.011455704,0.6544252
2025-08-13T21:55:49.739546,LIVE,High Confidence,0.968529087243621,0.9797325730323792,0.049028587,0.028061563,0.06868632,0.14448479,0.010623725,0.69911504
2025-08-13T22:00:05.885520,LIVE,High Confidence,0.968529087243621,0.7401424646377563,0.10157346,0.045762643,0.16435696,0.2250651,0.018648602,0.44459322
2025-08-13T22:00:06.651818,LIVE,High Confidence,0.9735806336353734,0.8132243156433105,0.068625525,0.025422508,0.08589005,0.1744799,0.01129656,0.63428545
2025-08-13T22:00:07.727976,LIVE,High Confidence,0.9710548604394972,0.7475279569625854,0.06207948,0.025428439,0.08073036,0.16892752,0.011261833,0.65157235
2025-08-13T22:00:08.731142,LIVE,High Confidence,0.9735806336353734,0.9391886591911316,0.06544336,0.019946376,0.096801125,0.14448023,0.010534439,0.6627945
2025-08-13T22:00:09.751947,LIVE,High Confidence,0.9710548604394972,0.7216571569442749,0.08062924,0.022869874,0.12599297,0.20620704,0.012776469,0.5515244
2025-08-13T22:00:10.808723,LIVE,High Confidence,0.9786321800271262,0.8013097047805786,0.123795465,0.050960362,0.15602951,0.21868885,0.022873856,0.427652
2025-08-13T22:00:11.785510,LIVE,High Confidence,0.9735806336353734,0.999253511428833,0.11581061,0.024241772,0.10390268,0.22106557,0.014150445,0.5208289
2025-08-13T22:00:12.745136,LIVE,High Confidence,0.9710548604394972,0.9995027780532837,0.098949365,0.029425992,0.12810248,0.21267235,0.015588811,0.51526093
2025-08-13T22:00:14.151894,LIVE,High Confidence,0.9710548604394972,0.9636536240577698,0.10607095,0.05215723,0.1639411,0.1957786,0.020695122,0.46135706
2025-08-13T22:00:15.836565,LIVE,High Confidence,0.9710548604394972,0.9866709113121033,0.104125865,0.027058505,0.123531744,0.232248,0.014661421,0.49837446
2025-08-13T22:00:16.631478,SPOOF,High Confidence,0.8851785410556596,0.47218504548072815,0.06030231,0.025017144,0.086749785,0.122267105,0.010706895,0.6949568
2025-08-13T22:00:17.717140,LIVE,High Confidence,0.968529087243621,0.9520586729049683,0.043963168,0.0313378,0.078026816,0.147227,0.0101645095,0.6892807
2025-08-13T22:00:18.839423,SPOOF,High Confidence,0.9508486441484432,0.4142201244831085,0.044784855,0.03096998,0.07321314,0.14904836,0.01117199,0.69081163
2025-08-13T22:00:19.869853,LIVE,High Confidence,0.9634775408518682,0.6211491823196411,0.04632872,0.031357866,0.07396086,0.16638336,0.012159884,0.6698092
2025-08-13T22:00:20.794893,LIVE,High Confidence,0.9710548604394972,0.971494197845459,0.054353807,0.027340535,0.08820685,0.17721877,0.010529954,0.6423501
2025-08-13T22:00:21.783418,LIVE,High Confidence,0.968529087243621,0.8074595928192139,0.05868116,0.027025206,0.08866938,0.17001669,0.011109478,0.6444981
2025-08-13T22:00:22.745141,LIVE,High Confidence,0.9634775408518682,0.995094895362854,0.05131985,0.03281013,0.058069974,0.19824961,0.014193992,0.6453564
2025-08-13T22:00:23.703104,LIVE,High Confidence,0.9710548604394972,0.9114382266998291,0.058437,0.03914891,0.07315647,0.21128966,0.014911747,0.6030562
2025-08-13T22:00:24.915865,LIVE,High Confidence,0.968529087243621,0.9939504861831665,0.05396615,0.036523253,0.078000136,0.19657825,0.011003076,0.6239291
2025-08-13T22:00:25.693868,LIVE,High Confidence,0.968529087243621,0.9892295002937317,0.049390152,0.034866914,0.07917248,0.2546544,0.011071355,0.57084477
2025-08-13T22:00:26.745193,LIVE,High Confidence,0.9710548604394972,0.9987832903862,0.05357558,0.037370287,0.08578127,0.23710173,0.01250474,0.5736664
2025-08-13T22:00:27.752691,LIVE,High Confidence,0.968529087243621,0.9983763694763184,0.042858295,0.034697928,0.06952556,0.25925916,0.011068912,0.5825902
2025-08-13T22:00:29.063849,LIVE,High Confidence,0.9710548604394972,0.9963776469230652,0.0582478,0.023134451,0.09549244,0.19814485,0.009569712,0.6154107
2025-08-13T22:00:29.845339,LIVE,High Confidence,0.9660033140477445,0.9989305138587952,0.0496327,0.02217316,0.101127766,0.21705258,0.010840752,0.599173
2025-08-13T22:00:30.664358,LIVE,High Confidence,0.9710548604394972,0.94322270154953,0.10967995,0.02287009,0.11835426,0.17717145,0.014320037,0.55760425
2025-08-13T22:00:31.732644,LIVE,High Confidence,0.9710548604394972,0.8637692928314209,0.07592272,0.025495838,0.11464237,0.21534787,0.013054393,0.5555368
2025-08-13T22:01:25.511124,LIVE,High Confidence,0.9786321800271262,0.9983827471733093,0.12833613,0.03959861,0.15224051,0.19802307,0.019785829,0.46201578
2025-08-13T22:01:26.547960,LIVE,High Confidence,0.968529087243621,0.9634480476379395,0.11006822,0.04237889,0.1680625,0.21753289,0.018606758,0.44335067
2025-08-13T22:01:27.562713,LIVE,High Confidence,0.9710548604394972,0.9996435642242432,0.110795416,0.028228078,0.12473255,0.20508422,0.015501255,0.5156585
2025-08-13T22:01:30.023073,LIVE,High Confidence,0.9710548604394972,0.9483120441436768,0.06073051,0.02405795,0.08990874,0.14542389,0.00955543,0.6703235
2025-08-13T22:01:31.066865,LIVE,High Confidence,0.968529087243621,0.9822432398796082,0.10649318,0.028452532,0.12264937,0.20351878,0.016566819,0.52231926
2025-08-13T22:01:34.556624,LIVE,High Confidence,0.968529087243621,0.8111010789871216,0.10162267,0.027759712,0.10921834,0.16472965,0.015846986,0.58082265
2025-08-13T22:07:18.858532,LIVE,High Confidence,0.968529087243621,0.8096408843994141,0.10169884,0.0456048,0.1509574,0.18457985,0.021789309,0.4953698
2025-08-13T22:14:47.152781,LIVE,High Confidence,0.9584259944601158,0.9953179359436035,0.09943814,0.18397996,0.1782298,0.22165811,0.03148058,0.28521344
2025-08-13T22:15:04.516677,LIVE,High Confidence,0.9609517676559921,0.9768504500389099,0.13759844,0.12916288,0.062363725,0.23012349,0.036699653,0.40405187
2025-08-13T22:31:17.458432,LIVE,High Confidence,0.9786321800271262,0.9713249206542969,0.13618793,0.038411994,0.111462854,0.2334876,0.018038668,0.46241096
2025-08-13T22:59:41.081841,LIVE,High Confidence,0.9660033140477445,0.9918884634971619,0.043000255,0.030730007,0.06944949,0.19382124,0.016361056,0.646638
2025-08-13T23:04:28.018912,LIVE,High Confidence,0.9559002212642393,0.8566294312477112,0.037786238,0.04408013,0.04302507,0.14207006,0.017218728,0.7158198
2025-08-13T23:09:32.968792,LIVE,High Confidence,0.9609517676559921,0.9962395429611206,0.055512637,0.024614098,0.053787366,0.17120776,0.018098572,0.6767796
2025-08-13T23:20:48.355081,LIVE,High Confidence,0.968529087243621,0.7645869851112366,0.053618968,0.07826099,0.15015075,0.12015351,0.013268695,0.58454716
2025-08-13T23:21:03.221008,LIVE,High Confidence,0.968529087243621,0.7645869851112366,0.053618968,0.07826099,0.15015075,0.12015351,0.013268695,0.58454716
2025-08-13T23:21:12.838126,LIVE,High Confidence,0.968529087243621,0.6605402231216431,0.047072884,0.08117457,0.14707807,0.16887066,0.014099981,0.5417038
2025-08-13T23:21:25.487776,LIVE,High Confidence,0.968529087243621,0.6605402231216431,0.047072884,0.08117457,0.14707807,0.16887066,0.014099981,0.5417038
2025-08-13T23:21:39.347549,LIVE,High Confidence,0.968529087243621,0.6605402231216431,0.047072884,0.08117457,0.14707807,0.16887066,0.014099981,0.5417038
2025-08-13T23:21:46.520028,LIVE,High Confidence,0.9710548604394972,0.9995262622833252,0.08033207,0.08313339,0.13898577,0.11264857,0.013043156,0.5718571
2025-08-13T23:22:04.071855,LIVE,High Confidence,0.9710548604394972,0.9995262622833252,0.08033207,0.08313339,0.13898577,0.11264857,0.013043156,0.5718571
2025-08-13T23:22:10.868826,LIVE,High Confidence,0.9660033140477445,0.6232339143753052,0.10506092,0.06704684,0.24004334,0.08649509,0.010174791,0.491179
2025-08-13T23:22:43.054422,LIVE,High Confidence,0.9660033140477445,0.6232339143753052,0.10506092,0.06704684,0.24004334,0.08649509,0.010174791,0.491179
2025-08-13T23:22:55.418780,LIVE,High Confidence,0.968529087243621,0.7657527327537537,0.051779017,0.027743919,0.078205466,0.10581954,0.014942031,0.72151005
2025-08-13T23:26:21.411722,LIVE,High Confidence,0.968529087243621,0.7657527327537537,0.051779017,0.027743919,0.078205466,0.10581954,0.014942031,0.72151005
2025-08-13T23:27:07.500694,LIVE,High Confidence,0.968529087243621,0.8812568783760071,0.09494213,0.046327252,0.10127013,0.23305751,0.021355387,0.50304765
2025-08-13T23:29:38.757801,SPOOF,High Confidence,0.9331682317773092,0.4157666265964508,0.091807,0.03877634,0.10055854,0.22446278,0.019187588,0.52520776
2025-08-13T23:30:21.416502,SPOOF,High Confidence,0.9331682317773092,0.4157666265964508,0.091807,0.03877634,0.10055854,0.22446278,0.019187588,0.52520776
2025-08-13T23:30:26.747188,SPOOF,High Confidence,0.9331682317773092,0.4157666265964508,0.091807,0.03877634,0.10055854,0.22446278,0.019187588,0.52520776
2025-08-13T23:30:44.620802,LIVE,High Confidence,0.968529087243621,0.7266931533813477,0.046132628,0.07954493,0.1487541,0.15989657,0.014090765,0.55158097
2025-08-13T23:30:49.860440,LIVE,High Confidence,0.968529087243621,0.7266931533813477,0.046132628,0.07954493,0.1487541,0.15989657,0.014090765,0.55158097
2025-08-13T23:31:45.434447,LIVE,High Confidence,0.968529087243621,0.9251207709312439,0.072491206,0.036320116,0.094930805,0.24163522,0.016988065,0.53763455
2025-08-13T23:32:05.486644,LIVE,High Confidence,0.968529087243621,0.9251207709312439,0.072491206,0.036320116,0.094930805,0.24163522,0.016988065,0.53763455
2025-08-13T23:32:08.038189,LIVE,High Confidence,0.968529087243621,0.9251207709312439,0.072491206,0.036320116,0.094930805,0.24163522,0.016988065,0.53763455
2025-08-13T23:32:49.684565,LIVE,High Confidence,0.9660033140477445,0.9873721599578857,0.06977041,0.04708574,0.14812209,0.22400734,0.016681794,0.49433267
2025-08-13T23:32:58.875563,LIVE,High Confidence,0.9660033140477445,0.9873721599578857,0.06977041,0.04708574,0.14812209,0.22400734,0.016681794,0.49433267
2025-08-13T23:33:18.534003,SPOOF,High Confidence,0.9660032833237009,0.2643126845359802,0.054384086,0.03805544,0.15076151,0.22064774,0.020143006,0.51600826
2025-08-13T23:33:32.678488,SPOOF,High Confidence,0.9660032833237009,0.2643126845359802,0.054384086,0.03805544,0.15076151,0.22064774,0.020143006,0.51600826
2025-08-13T23:33:38.272356,SPOOF,High Confidence,0.9660032833237009,0.2643126845359802,0.054384086,0.03805544,0.15076151,0.22064774,0.020143006,0.51600826
2025-08-13T23:33:58.199454,SPOOF,Low Confidence,0.642704314251536,0.5402809977531433,0.052396104,0.035037942,0.10579952,0.119177714,0.01452222,0.6730665
2025-08-13T23:34:05.903206,SPOOF,Low Confidence,0.642704314251536,0.5402809977531433,0.052396104,0.035037942,0.10579952,0.119177714,0.01452222,0.6730665
2025-08-13T23:34:32.799481,LIVE,High Confidence,0.968529087243621,0.6295249462127686,0.05262083,0.07862113,0.14955246,0.11898452,0.013079911,0.58714116
2025-08-13T23:34:53.682883,LIVE,High Confidence,0.968529087243621,0.7266931533813477,0.046132628,0.07954493,0.1487541,0.15989657,0.014090765,0.55158097
2025-08-13T23:35:19.414718,LIVE,High Confidence,0.9710548604394972,0.9992417693138123,0.08136431,0.08255978,0.13955003,0.11223886,0.013016159,0.5712708
2025-08-13T23:37:15.477935,LIVE,High Confidence,0.9710548604394972,0.9992417693138123,0.08136431,0.08255978,0.13955003,0.11223886,0.013016159,0.5712708
2025-08-13T23:37:41.577066,LIVE,High Confidence,0.968529087243621,0.8284076452255249,0.10950429,0.04739236,0.099275716,0.13057321,0.021333076,0.59192127
2025-08-13T23:38:31.354133,LIVE,High Confidence,0.968529087243621,0.8284076452255249,0.10950429,0.04739236,0.099275716,0.13057321,0.021333076,0.59192127
2025-08-13T23:39:20.675882,LIVE,High Confidence,0.968529087243621,0.9826335310935974,0.06625152,0.036910873,0.090763584,0.19425783,0.019303085,0.5925131
2025-08-13T23:43:29.604743,LIVE,High Confidence,0.968529087243621,0.9890892505645752,0.09189549,0.04058688,0.10875098,0.24827912,0.021398293,0.48908922
2025-08-13T23:44:03.936532,LIVE,High Confidence,0.968529087243621,0.7266931533813477,0.046132628,0.07954493,0.1487541,0.15989657,0.014090765,0.55158097
2025-08-13T23:45:13.698665,LIVE,High Confidence,0.9660033140477445,0.6904751658439636,0.069242984,0.03254641,0.098864436,0.25115332,0.01816806,0.5300249
2025-08-13T23:47:44.248350,LIVE,High Confidence,0.9660033140477445,0.7503970861434937,0.072227895,0.031637345,0.10435852,0.21248598,0.017263843,0.5620264
2025-08-13T23:53:16.580898,SPOOF,High Confidence,0.8776012214680308,0.46372532844543457,0.09823883,0.039773203,0.108724795,0.22535388,0.021420045,0.5064892
2025-08-13T23:53:35.476133,SPOOF,High Confidence,0.8776012214680308,0.46372532844543457,0.09823883,0.039773203,0.108724795,0.22535388,0.021420045,0.5064892
2025-08-13T23:53:52.850366,SPOOF,High Confidence,0.8776012214680308,0.46372532844543457,0.09823883,0.039773203,0.108724795,0.22535388,0.021420045,0.5064892
2025-08-13T23:54:26.557103,LIVE,High Confidence,0.968529087243621,0.6705934405326843,0.10153648,0.043184765,0.09667047,0.26153103,0.023661058,0.47341618
2025-08-13T23:54:32.845463,LIVE,High Confidence,0.968529087243621,0.6705934405326843,0.10153648,0.043184765,0.09667047,0.26153103,0.023661058,0.47341618
2025-08-13T23:55:07.291056,LIVE,High Confidence,0.9710548604394972,0.8930078744888306,0.084933236,0.038500465,0.09042888,0.22218888,0.020737033,0.5432115
2025-08-13T23:55:51.406891,LIVE,High Confidence,0.9634775408518682,0.6076236963272095,0.08136431,0.08255978,0.13955003,0.11223886,0.013016159,0.5712708
2025-08-13T23:57:31.688086,LIVE,High Confidence,0.9710548604394972,0.9999619722366333,0.1049863,0.049109437,0.13871697,0.24932463,0.021727309,0.43613538
2025-08-13T23:58:09.620082,LIVE,High Confidence,0.968529087243621,0.8506757020950317,0.090708666,0.09306983,0.21243532,0.16778925,0.020069255,0.4159277
2025-08-14T00:02:17.248662,LIVE,High Confidence,0.9634775408518682,0.986871600151062,0.080115356,0.035223316,0.10698529,0.1693091,0.016372148,0.59199476
2025-08-14T00:02:34.958210,SPOOF,High Confidence,0.9660032833237009,0.2643126845359802,0.054384086,0.03805544,0.15076151,0.22064774,0.020143006,0.51600826
2025-08-14T00:11:16.979085,SPOOF,High Confidence,0.9660032833237009,0.2643126845359802,0.054384086,0.03805544,0.15076151,0.22064774,0.020143006,0.51600826
2025-08-14T00:11:46.157827,LIVE,High Confidence,0.968529087243621,0.8506757020950317,0.090708666,0.09306983,0.21243532,0.16778925,0.020069255,0.4159277
2025-08-14T00:12:04.009310,LIVE,High Confidence,0.9811579532230024,0.8724368810653687,0.19957657,0.031201102,0.11482917,0.31849867,0.016416185,0.31947824
2025-08-14T00:12:25.657554,LIVE,High Confidence,0.9811579532230024,0.8858623504638672,0.19894205,0.030667977,0.11943928,0.31413832,0.016401367,0.32041106
2025-08-14T00:12:46.442055,LIVE,High Confidence,0.968529087243621,0.8377668857574463,0.10562552,0.07544874,0.14654234,0.12984914,0.020258274,0.522276
2025-08-14T00:13:28.785836,LIVE,High Confidence,0.9660033140477445,0.8970898389816284,0.07410896,0.040007353,0.120164916,0.19883329,0.018711384,0.5481741
2025-08-14T00:15:51.385466,LIVE,High Confidence,0.9660033140477445,0.9769281148910522,0.068949305,0.04629652,0.12921456,0.21101408,0.017540729,0.5269849
2025-08-14T00:20:00.495707,SPOOF,High Confidence,0.9634775101278246,0.3093668818473816,0.06353612,0.04512138,0.12447862,0.20150769,0.015271724,0.5500845
2025-08-14T00:20:46.028448,LIVE,High Confidence,0.968529087243621,0.9945029616355896,0.06063091,0.04489266,0.1357547,0.18809378,0.015342293,0.55528563
2025-08-14T00:23:36.667891,LIVE,High Confidence,0.9811579532230024,0.8858623504638672,0.19894205,0.030667977,0.11943928,0.31413832,0.016401367,0.32041106
2025-08-14T20:38:59.652378,LIVE,High Confidence,0.9710548604394972,0.9911355972290039,0.09264639,0.053314872,0.122056775,0.19159165,0.019500338,0.52089
2025-08-14T20:39:40.425621,LIVE,High Confidence,0.9811579532230024,0.8724368810653687,0.19957657,0.031201102,0.11482917,0.31849867,0.016416185,0.31947824
2025-08-14T20:46:09.069240,SPOOF,High Confidence,0.9660032833237009,0.2643126845359802,0.054384086,0.03805544,0.15076151,0.22064774,0.020143006,0.51600826
2025-08-14T20:46:26.468720,LIVE,High Confidence,0.9710548604394972,0.9465911388397217,0.108127385,0.068362795,0.238579,0.08323718,0.010143436,0.49155027
2025-08-14T21:08:21.685529,SPOOF,High Confidence,0.9660032833237009,0.2898992896080017,0.052897453,0.04034332,0.13835421,0.22298369,0.0199019,0.52551943
2025-08-14T21:11:48.723456,LIVE,High Confidence,0.9836837264188786,0.8984962701797485,0.1985502,0.03055794,0.11832531,0.31648415,0.015381082,0.3207013
2025-08-14T21:18:32.949110,SPOOF,High Confidence,0.9660032833237009,0.2898992896080017,0.052897453,0.04034332,0.13835421,0.22298369,0.0199019,0.52551943
2025-08-14T21:19:56.430209,LIVE,High Confidence,0.9836837264188786,0.8984962701797485,0.1985502,0.03055794,0.11832531,0.31648415,0.015381082,0.3207013
2025-08-14T21:21:31.194224,LIVE,High Confidence,0.9836837264188786,0.8984962701797485,0.1985502,0.03055794,0.11832531,0.31648415,0.015381082,0.3207013
2025-08-14T21:22:52.796939,LIVE,High Confidence,0.9836837264188786,0.8984962701797485,0.1985502,0.03055794,0.11832531,0.31648415,0.015381082,0.3207013
2025-08-14T21:25:17.843065,LIVE,High Confidence,0.9836837264188786,0.8984962701797485,0.1985502,0.03055794,0.11832531,0.31648415,0.015381082,0.3207013
2025-08-14T21:26:52.180158,LIVE,High Confidence,0.9836837264188786,0.8984962701797485,0.1985502,0.03055794,0.11832531,0.31648415,0.015381082,0.3207013
2025-08-14T21:30:35.463753,LIVE,High Confidence,0.9836837264188786,0.8984962701797485,0.1985502,0.03055794,0.11832531,0.31648415,0.015381082,0.3207013
2025-08-14T21:34:41.298438,LIVE,High Confidence,0.9836837264188786,0.8984962701797485,0.1985502,0.03055794,0.11832531,0.31648415,0.015381082,0.3207013
2025-08-14T21:38:32.330997,LIVE,High Confidence,0.9836837264188786,0.8984962701797485,0.1985502,0.03055794,0.11832531,0.31648415,0.015381082,0.3207013
2025-08-14T21:39:39.929316,LIVE,High Confidence,0.9836837264188786,0.8984962701797485,0.1985502,0.03055794,0.11832531,0.31648415,0.015381082,0.3207013
2025-08-14T21:46:25.405563,SPOOF,High Confidence,0.9660032833237009,0.2898992896080017,0.052897453,0.04034332,0.13835421,0.22298369,0.0199019,0.52551943
2025-08-14T21:48:47.760510,SPOOF,High Confidence,0.9660032833237009,0.2898992896080017,0.052897453,0.04034332,0.13835421,0.22298369,0.0199019,0.52551943
2025-08-14T21:50:19.577582,LIVE,High Confidence,0.968529087243621,0.6605402231216431,0.05022948,0.07203013,0.1347414,0.127713,0.013471748,0.6018142
2025-08-14T18:09:12.046440Z,LIVE,High Confidence,0.9836837264188786,0.8984962701797485,0.1985502,0.03055794,0.11832531,0.31648415,0.015381082,0.3207013
2025-08-14T18:10:16.977345Z,SPOOF,High Confidence,0.9660032833237009,0.2898992896080017,0.052897453,0.04034332,0.13835421,0.22298369,0.0199019,0.52551943
