deep_score,deep_class,micro_score_anger,micro_score_disgust,micro_score_fear,micro_score_happiness,micro_score_sadness,micro_score_surprise,micro_class,fusion_label
0.6537,0,0.6117630004882812,0.1150709986686706,0.0253199990838766,0.1935970038175583,0.0338639989495277,0.0203850008547306,0,LIVE
0.5844,0,0.0002840000088326,0.0033420000690966,0.0020540000405162,0.0120320003479719,0.0004469999985303,0.9818410277366638,5,LIVE
0.666,0,0.0011940000113099,0.0015089999651536,0.0087909996509552,0.0043509998358786,0.0016349999932572,0.9825199842453004,5,LIVE
0.6069,0,0.0025039999745786,0.0061559998430311,0.0062970002181828,0.0165439993143081,0.0045750001445412,0.963923990726471,5,LIVE
0.062,0,0.0008360000210814,0.006794000044465,0.0014750000555068,0.005917000118643,0.0014420000370591,0.9835370182991028,5,SPOOF
0.1344,0,0.0060720001347362,0.0334010012447834,0.0040049999952316,0.0078959995880723,0.0049729999154806,0.9436529874801636,5,SPOOF
0.0314,0,0.0214770007878541,0.0282060001045465,0.0128440000116825,0.0881420001387596,0.0182690005749464,0.8310620188713074,5,SPOOF
0.0092,0,0.0019229999743402,0.0017839999636635,0.0044040000066161,0.0088029997423291,0.0022330000065267,0.9808530211448668,5,SPOOF
0.0365,0,0.0099170003086328,0.0276670008897781,0.0306349992752075,0.0171399991959333,0.0771659985184669,0.83747398853302,5,SPOOF
0.1331,0,0.0076720002107322,0.1207159981131553,0.0054580001160502,0.042943000793457,0.0187599994242191,0.8044499754905701,5,SPOOF
0.1661,0,0.0004170000029262,0.0035860000643879,0.0013899999903514,0.0233299992978572,0.0013050000416114,0.9699730277061462,5,SPOOF
0.0814,0,0.0001360000023851,0.0031649998854845,0.000609999988228,0.0107789998874068,0.0005789999850094,0.9847310185432434,5,SPOOF
0.3999,0,0.0114430002868175,0.585237979888916,0.0168529991060495,0.1631799936294555,0.0183460004627704,0.204938992857933,1,SPOOF
0.0907,0,0.0009089999948628,0.0036539998836815,0.0010799999581649,0.0157689992338418,0.0018279999494552,0.976760983467102,5,SPOOF
0.0903,0,0.0217460002750158,0.0519509986042976,0.0287040006369352,0.0208420008420944,0.2390780001878738,0.6376789808273315,5,SPOOF
0.0602,0,0.0292010009288787,0.0690699964761734,0.0394419990479946,0.0283649992197752,0.2681939899921417,0.5657280087471008,5,SPOOF
0.0874,0,0.0041990000754594,0.0077769998461008,0.0074999998323619,0.0923520028591156,0.005299000069499,0.882872998714447,5,SPOOF
0.0504,0,0.0024959999136626,0.003309000050649,0.0049589998088777,0.0189120005816221,0.003531000111252,0.9667930006980896,5,SPOOF
0.0457,0,0.0186560004949569,0.0359119996428489,0.011281999759376,0.2162490040063858,0.0369470007717609,0.6809539794921875,5,SPOOF
0.1337,0,0.0023769999388605,0.0072200000286102,0.0070290002040565,0.0070480001159012,0.0247150007635355,0.9516109824180604,5,SPOOF
0.0707,0,0.0027419999241828,0.0018189999973401,0.0067509999498724,0.0116809997707605,0.0027079998981207,0.9742990136146544,5,SPOOF
0.1013,0,0.0005310000269673,0.0040179998613893,0.0011109999613836,0.0039479997940361,0.0019690000917762,0.9884240031242372,5,SPOOF
0.1611,0,0.0035349999088793,0.0043489998206496,0.0136399995535612,0.0120259998366236,0.0045489999465644,0.961899995803833,5,SPOOF
0.0579,0,0.0002559999993536,0.0029539999086409,0.0012329999590292,0.0214300006628036,0.0008290000259876,0.9732969999313354,5,SPOOF
0.1333,0,0.0011099999537691,0.0015640000347048,0.010321999900043,0.0080000003799796,0.0019000000320374,0.9771040081977844,5,SPOOF
0.1104,0,0.0016410000389441,0.0017689999658614,0.0110560003668069,0.0134870000183582,0.0025669999886304,0.9694799780845642,5,SPOOF
0.048,0,0.339368999004364,0.4250870048999786,0.0120750004425644,0.0332709997892379,0.024745000526309,0.1654530018568039,1,SPOOF
0.2177,0,0.0010789999505504,0.0028099999763071,0.0027729999274015,0.0079079996794462,0.0023809999693185,0.9830499887466432,5,SPOOF
0.0933,0,0.0090789999812841,0.7519069910049438,0.0078379996120929,0.0305480007082223,0.010215999558568,0.1904119998216629,1,SPOOF
0.0538,0,0.0100790001451969,0.0085699995979666,0.011838000267744,0.0828140005469322,0.0094860000535845,0.8772140145301819,5,SPOOF
0.0595,0,0.0051799998618662,0.1016359999775886,0.0239969994872808,0.4202170073986053,0.008538999594748,0.440430998802185,5,SPOOF
0.0439,0,0.0028079999610781,0.0582860000431537,0.0158750005066394,0.183131992816925,0.0050229998305439,0.7348769903182983,5,SPOOF
0.1023,0,0.0038330000825226,0.0070170001126825,0.0096650002524256,0.0062930001877248,0.0044519999064505,0.9687399864196776,5,SPOOF
0.0386,0,0.0035459999926388,0.3563109934329986,0.0054790000431239,0.0113230003044009,0.0175320003181695,0.6058099865913391,5,SPOOF
0.0936,0,0.0012740000383928,0.0042900000698864,0.0038139999378472,0.0085960002616047,0.0029740000609308,0.9790530204772948,5,SPOOF
0.0485,0,0.0005450000171549,0.0047419997863471,0.0011210000375285,0.0271879993379116,0.0015519999433308,0.9648529887199402,5,SPOOF
0.0409,0,0.0004710000066552,0.0081829996779561,0.0014860000228509,0.0019630000460892,0.0019209999591112,0.985975980758667,5,SPOOF
0.0279,0,0.0044729998335242,0.03201499953866,0.0050679999403655,0.0301440004259347,0.0170990005135536,0.911201000213623,5,SPOOF
0.1449,0,0.0013030000263825,0.0033460000995546,0.0030300000216811,0.0080490000545978,0.0027910000644624,0.9814800024032592,5,SPOOF
0.0237,0,0.004947000183165,0.0073859998956322,0.0140450000762939,0.0213830005377531,0.0061869998462498,0.9460530281066896,5,SPOOF
0.2223,0,0.0002969999914057,0.0130139999091625,0.0021589999087154,0.0207059998065233,0.0008880000095814,0.9629369974136353,5,SPOOF
0.1721,0,0.0006060000159777,0.0034380001015961,0.0010639999527484,0.0048650000244379,0.0014840000076219,0.9885429739952089,5,SPOOF
0.0661,0,0.0001039999988279,0.0063789999112486,0.0008810000144876,0.0073970002122223,0.0003889999934472,0.984848976135254,5,SPOOF
0.16,0,0.0005349999992176,0.0011149999918416,0.0011350000277161,0.0014590000500902,0.0008290000259876,0.9949280023574828,5,SPOOF
0.0672,0,0.0095910001546144,0.0117830000817775,0.0091169998049736,0.0768470019102096,0.0091329999268054,0.8835300207138062,5,SPOOF
0.0457,0,0.0018749999580904,0.0019930000416934,0.0051839998923242,0.0115480003878474,0.0023509999737143,0.9770489931106568,5,SPOOF
0.2005,0,0.0009330000029876,0.0036510000936686,0.0021830000914633,0.006885000038892,0.002373999916017,0.9839730262756348,5,SPOOF
0.0255,0,0.0007559999939985,0.8156530261039734,0.0017229999648407,0.0021800000686198,0.0054480000399053,0.1742389947175979,1,SPOOF
0.0696,0,0.009974000044167,0.4770210087299347,0.0142339998856186,0.0160520002245903,0.0144210001453757,0.4682979881763458,1,SPOOF
0.0085,0,0.0021949999500066,0.0773470029234886,0.0034119999036192,0.0081110000610351,0.0037380000576376,0.9051979780197144,5,SPOOF
0.0126,0,0.004311999771744,0.0181360002607107,0.0032979999668896,0.0502710007131099,0.0049589998088777,0.9190250039100648,5,SPOOF
0.0451,0,0.0003650000144261,0.0131029998883605,0.002777999965474,0.0313550010323524,0.0009929999941959,0.9514060020446776,5,SPOOF
0.065,0,0.0013650000328198,0.0090479999780654,0.002339000115171,0.0076020001433789,0.0022410000674426,0.9774050116539,5,SPOOF
0.0258,0,0.0027650000993162,0.0016430000541731,0.0053460001945495,0.0112910000607371,0.0027689998969435,0.976185977458954,5,SPOOF
0.0182,0,0.0269290003925561,0.0099759995937347,0.9492700099945068,0.0023479999508708,0.0019910000264644,0.0094870002940297,2,SPOOF
0.0245,0,0.0022140000946819,0.007139999885112,0.9640960097312928,0.0058969999663531,0.0015480000292882,0.0191050004214048,2,SPOOF
0.0157,0,0.000538999971468,0.0006929999799467,0.9983369708061218,0.0001100000008591,4.5000000682193786e-05,0.0002760000061243,2,SPOOF
0.0525,0,0.0036879999097436,0.0055550001561641,0.982021987438202,0.0026330000255256,0.0008820000221021,0.0052200001664459,2,SPOOF
0.1451,0,0.0198250003159046,0.0343209989368915,0.9377639889717102,0.0023350000847131,0.0023229999933391,0.0034320000559091,2,SPOOF
0.092,0,0.0466569997370243,0.0094590000808238,0.9189900159835817,0.0126550002023577,0.0030060000717639,0.0092350002378225,2,SPOOF
0.1364,0,0.0032790000550448,0.0061409999616444,0.986248016357422,0.0011109999613836,0.0006210000137798,0.002600000007078,2,SPOOF
0.0742,0,0.0051400000229477,0.0527059994637966,0.0095760002732276,0.02055099979043,0.010874000377953,0.9011520147323608,5,SPOOF
0.0531,0,0.0350489988923072,0.0253960005939006,0.9193779826164246,0.0047369999811053,0.0047709997743368,0.0106680002063512,2,SPOOF
0.0452,0,0.1088519990444183,0.0415409989655017,0.8032529950141907,0.0111729996278882,0.0133649995550513,0.021816000342369,2,SPOOF
0.032,0,0.0117499995976686,0.0075489999726414,0.9725189805030824,0.0018070000223815,0.0016299999551847,0.0047439998015761,2,SPOOF
0.1856,0,0.0195560008287429,0.0129249999299645,0.9531750082969666,0.0035560000687837,0.0029909999575465,0.0077969999983906,2,SPOOF
0.0807,0,0.0070020002312958,0.0026159998960793,0.9879029989242554,0.0006840000278316,0.0003910000086762,0.001403999980539,2,SPOOF
0.1183,0,0.0014860000228509,0.003569999942556,0.9881579875946044,0.0019920000340789,0.0004980000085197,0.0042969998903572,2,SPOOF
0.2462,0,0.0015660000499337,0.0035800000187009,0.9895229935646056,0.0015059999423101,0.0004379999882075,0.003387999953702,2,SPOOF
0.1099,0,0.090218000113964,0.0257580000907182,0.8685759902000427,0.0042130001820623,0.0052280002273619,0.00600800011307,2,SPOOF
0.1278,0,0.0327010005712509,0.0147740002721548,0.8807479739189148,0.0095910001546144,0.0060290000401437,0.056157000362873,2,SPOOF
0.1602,0,0.0061160000041127,0.0068939998745918,0.9754570126533508,0.0012870000209659,0.0011950000189244,0.0090509997680783,2,SPOOF
0.1592,0,0.1409160047769546,0.1413850039243698,0.620602011680603,0.0307689998298883,0.0268220007419586,0.0395059995353221,2,SPOOF
0.1408,0,0.0241260007023811,0.645566999912262,0.0265779998153448,0.0386769995093345,0.0281290002167224,0.2369219958782196,1,SPOOF
0.1541,0,0.0534520000219345,0.0220420006662607,0.8001909852027893,0.0116870002821087,0.0086869997903704,0.1039410009980201,2,SPOOF
0.0356,0,0.0043919999152421,0.0014009999576956,0.9811310172080994,0.0019039999460801,0.0006740000098943,0.0104980003088712,2,SPOOF
0.0352,0,0.0043899999000132,0.0048989998176693,0.9840750098228456,0.0015979999443516,0.0007820000173524,0.0042550000362098,2,SPOOF
0.0394,0,0.0003689999866764,0.0006360000115819,0.9986630082130432,7.999999797903001e-05,3.600000127335079e-05,0.0002160000003641,2,SPOOF
